CaseID,weight_pop,B3,ND2,B7_a,GH1,educ_4cat,ppethm
5456,8562.784,4,2,3,3,3,1
5457,19483.7839,3,3,2,1,4,1
5458,13794.5804,3,1,1,2,3,1
5459,16142.5632,3,3,1,1,4,1
5460,23602.0837,3,3,2,3,1,1
5461,26333.8401,3,3,3,3,4,1
5462,21295.378,3,1,1,3,3,4
5463,13056.6655,1,5,1,3,3,1
5464,24406.7773,3,3,1,3,2,1
5465,20472.3273,3,3,2,1,2,1
5466,23413.66,3,3,3,1,3,1
5467,35648.5231,5,5,3,1,4,1
5468,27506.4562,3,3,2,3,3,1
5469,36301.2674,5,3,3,1,3,1
5470,23982.9993,3,3,3,2,3,1
5471,13289.8954,4,5,4,2,4,1
5472,16976.5798,4,3,3,1,3,2
5473,13613.9724,3,3,2,1,4,1
5474,13289.8954,1,2,1,1,4,1
5475,14001.9772,3,1,4,2,4,1
5476,25049.9939,3,3,3,2,3,1
5477,15321.6202,2,3,2,3,4,1
5478,28952.7311,2,2,1,2,3,3
5479,16860.3265,1,3,2,2,2,1
5480,22087.8618,3,2,2,2,4,3
5481,13289.8954,4,3,3,2,4,1
5482,15987.9468,3,3,3,1,3,1
5483,17260.9348,2,3,2,2,3,1
5484,26841.8018,4,2,3,3,1,4
5485,8569.6217,1,3,1,2,4,1
5486,13374.1585,3,3,3,2,3,1
5487,17173.8704,2,2,3,1,4,2
5488,19493.8887,5,3,3,1,4,1
5489,10965.4948,3,3,3,2,4,1
5490,21238.8125,3,2,2,3,4,2
5491,21515.8307,2,2,3,1,4,1
5492,21057.7269,3,3,4,1,4,1
5493,13237.4213,3,3,3,2,4,1
5494,15529.7006,3,2,2,2,3,1
5495,13294.827,3,3,3,2,3,1
5496,10857.7405,3,2,2,1,3,1
5497,16568.2491,4,3,2,1,4,1
5498,32983.7615,4,2,2,1,3,1
5499,14140.9356,3,1,3,2,4,1
5500,28559.1918,4,3,3,1,4,1
5501,30998.7086,4,3,2,1,3,1
5502,13289.8954,3,3,2,2,4,1
5503,26064.8254,3,3,3,1,2,1
5504,17530.7834,2,2,2,2,2,1
5505,11074.0956,2,2,2,1,4,2
5506,22896.381,3,2,2,1,4,3
5507,16389.9298,3,3,3,2,2,1
5508,14140.9356,2,1,3,1,4,1
5509,24347.811,3,1,3,1,3,1
5510,24557.9197,4,1,3,3,4,2
5511,22146.0361,3,4,3,1,4,1
5512,3666.6386,2,3,1,2,4,5
5513,18415.6053,3,3,3,1,4,1
5514,21304.4017,2,3,2,2,4,1
5515,16389.9298,1,2,2,3,2,1
5516,13255.2738,3,3,2,1,3,1
5517,8648.8283,1,5,1,3,3,5
5518,37592.4328,3,3,3,2,4,3
5519,16639.2413,2,3,2,1,2,1
5520,20850.7995,1,3,2,1,4,1
5521,13063.8424,3,2,1,2,4,1
5522,17704.7623,4,3,4,1,2,1
5523,28263.6315,2,3,2,1,2,1
5524,21793.3678,3,3,1,2,4,1
5525,16389.9298,3,3,1,2,2,1
5526,17530.7834,3,3,2,3,2,1
5527,14140.9356,2,1,3,1,4,1
5528,23284.8549,4,2,2,1,4,1
5529,21087.9537,3,5,2,1,4,4
5530,21528.9217,3,3,3,3,3,4
5531,55599.744,3,3,3,1,4,3
5532,11421.6997,3,2,1,1,4,1
5533,13289.8954,3,1,2,2,4,1
5534,21579.2115,2,2,3,2,4,1
5535,30850.2665,5,3,2,1,4,1
5536,13289.8954,3,1,3,1,4,1
5537,23457.0359,3,3,1,1,2,1
5538,14052.8508,3,3,3,1,4,1
5539,19843.1937,3,3,3,3,3,1
5540,51596.662,3,2,2,3,2,4
5541,24994.6116,3,3,3,3,2,1
5542,22926.0308,3,3,2,4,1,1
5543,31813.1571,1,2,2,3,2,1
5544,22285.4304,5,3,2,3,4,4
5545,8476.6592,3,3,3,1,4,1
5546,13654.7932,4,3,2,2,3,3
5547,24159.5612,3,5,2,3,4,2
5548,14052.8508,2,3,1,2,4,1
5549,22482.9052,3,3,2,1,4,1
5550,11993.8041,3,3,2,1,2,5
5551,17530.7834,3,3,3,2,2,1
5552,14513.0915,3,2,3,3,3,5
5553,21728.9205,4,3,4,1,4,2
5555,13095.626,3,3,3,1,3,1
5556,15464.7741,1,2,2,2,3,1
5557,17709.3186,3,3,3,1,2,1
5558,19419.7496,4,3,2,1,3,1
5559,10965.4948,3,3,3,1,4,1
5560,18166.1473,4,3,2,1,3,4
5561,8930.8445,2,3,1,2,4,1
5562,28559.1918,5,3,3,1,4,1
5563,28993.6131,2,3,1,1,4,1
5564,23712.5143,4,3,2,4,4,4
5565,34837.6235,3,2,2,3,2,2
5566,27871.4452,3,3,2,1,2,4
5567,12160.5375,4,1,1,2,3,4
5568,18678.6483,3,3,2,3,3,2
5569,22209.5667,4,3,3,3,3,1
5570,13090.7683,2,2,3,2,4,1
5571,25325.7021,2,2,3,1,3,1
5572,20481.7834,1,2,2,2,4,1
5573,16899.5227,2,3,2,1,4,1
5574,25681.3117,2,2,2,3,3,1
5575,19035.0953,4,3,3,1,1,1
5576,61480.1485,3,3,4,1,3,3
5577,23515.4649,4,3,2,1,4,2
5578,15501.4887,3,2,3,1,4,1
5579,19677.1448,4,3,3,1,4,1
5580,17167.2852,3,4,1,3,3,2
5581,17530.7834,3,3,2,2,2,1
5582,16868.8708,3,3,3,1,3,1
5583,14140.9356,1,3,1,2,4,1
5584,14140.9356,3,3,2,1,4,1
5585,26674.9596,5,3,2,1,3,1
5586,14001.9772,3,3,2,1,4,1
5587,42418.4787,3,3,2,3,1,4
5588,22926.0308,2,2,3,2,1,1
5589,19799.3672,5,2,2,3,4,2
5590,14428.0173,2,3,2,2,2,1
5591,27746.4885,3,3,3,1,4,1
5592,21057.7269,4,2,3,1,4,1
5593,20496.546,2,3,2,3,2,1
5594,19982.8186,1,3,1,3,1,1
5595,4399.7194,4,3,3,2,4,5
5596,15280.2056,2,5,1,2,2,1
5597,21891.6326,2,3,1,1,3,1
5598,14001.9772,2,3,2,2,4,1
5599,14001.9772,3,3,2,3,4,1
5600,20220.9492,3,1,2,3,4,1
5601,16258.6986,1,3,2,1,2,1
5602,11036.1572,3,2,2,1,4,1
5603,13374.1585,2,1,3,2,3,1
5604,21938.1087,2,3,2,2,3,1
5605,17450.9295,2,1,1,2,4,4
5606,21359.9716,2,3,1,1,4,4
5607,21654.1543,3,2,2,3,3,1
5608,31199.2589,1,3,2,1,3,1
5609,16814.7934,3,3,1,2,4,1
5610,14001.9772,3,1,3,3,4,1
5611,14140.9356,3,1,3,2,4,1
5612,19435.5888,2,2,2,4,1,1
5613,24874.6974,3,2,3,1,4,2
5614,28530.1393,3,3,3,1,4,3
5615,20051.2529,2,3,3,2,3,1
5616,25979.7551,4,2,3,4,4,1
5617,13471.4751,3,3,3,1,3,1
5618,27746.4885,3,2,3,1,4,1
5619,28869.1523,4,3,2,2,2,1
5620,11703.031,2,2,2,2,4,1
5621,37883.1944,3,2,4,4,3,1
5622,21247.9149,3,3,1,1,3,1
5623,21862.8325,4,1,3,2,4,2
5624,26467.5892,4,3,3,1,4,2
5625,35648.5231,3,3,3,3,4,1
5626,29783.7113,4,5,2,1,4,4
5627,9118.3914,3,3,3,1,4,1
5628,48033.5277,4,3,4,4,3,4
5629,13294.827,2,3,2,2,3,1
5630,16302.7652,3,3,3,1,4,1
5631,12730.9727,3,3,3,4,2,5
5632,24159.5612,4,2,3,1,4,2
5633,17530.7834,2,2,3,2,2,1
5634,15051.257,1,3,2,3,2,1
5635,13090.7683,4,3,3,2,4,1
5636,26476.8408,2,2,2,1,3,4
5637,17215.2353,3,3,3,2,3,1
5638,22611.2505,3,3,2,2,4,1
5639,37592.4328,2,2,3,1,4,3
5640,16860.3265,3,3,2,2,2,1
5641,13967.3358,1,1,1,3,2,1
5642,20699.9577,3,3,1,2,3,1
5643,21389.0877,2,3,2,3,4,1
5644,47163.495,2,2,1,2,1,4
5645,35917.6924,4,3,3,2,3,1
5646,20481.7834,1,3,1,1,4,1
5647,14001.9772,3,3,4,3,4,1
5648,17624.1159,2,3,1,2,4,4
5649,33330.7623,3,2,2,2,3,4
5650,19105.0456,2,3,3,3,3,4
5651,14861.7569,3,2,2,2,3,1
5652,21793.3678,3,3,3,2,4,1
5653,20524.1167,3,3,2,1,4,2
5654,21038.0132,1,3,1,3,3,1
5655,14104.0969,1,2,2,1,3,1
5656,20128.7071,2,2,1,3,3,4
5657,26130.5262,1,3,3,1,4,2
5658,25782.0766,2,3,2,1,2,1
5659,36313.0138,3,3,1,1,3,1
5660,16524.1704,2,3,2,2,2,1
5661,51764.7052,3,2,2,4,2,1
5662,13207.1118,3,2,2,1,4,1
5663,23621.9991,3,3,2,1,3,4
5664,12641.8712,2,3,2,2,4,1
5665,20450.9761,3,3,2,3,3,1
5666,20638.96,2,5,1,1,4,4
5667,7808.2253,3,3,2,3,4,1
5668,19797.7591,3,2,3,2,3,1
5669,20496.546,2,2,3,1,3,1
5670,10148.9533,1,3,1,1,4,4
5671,17704.7623,3,2,2,2,2,1
5672,9381.5243,1,1,2,4,3,1
5673,15923.6687,3,3,3,1,2,1
5674,19495.1043,2,2,2,1,4,1
5675,6772.1282,4,3,2,2,4,1
5676,14681.5897,2,1,2,1,3,2
5677,12517.6437,2,1,1,1,4,1
5678,15280.2056,2,3,2,1,2,1
5679,24874.6974,4,1,3,1,4,2
5680,29175.7723,2,1,2,3,1,1
5681,12502.9305,2,2,3,1,3,4
5682,15097.6514,1,3,1,1,3,1
5683,11981.7294,3,2,3,2,3,1
5684,19879.4568,3,1,3,1,4,1
5685,45590.7442,3,4,1,4,2,4
5686,23255.4528,1,3,2,3,1,1
5687,12033.6823,2,3,2,2,4,1
5688,25325.7021,2,3,2,1,3,1
5689,16361.7927,2,5,1,2,3,1
5690,9569.5389,3,3,3,2,4,1
5691,19790.4153,3,2,4,1,4,1
5692,15700.0129,2,3,1,1,3,1
5693,71828.8978,3,1,1,2,2,3
5694,5352.6485,5,3,2,3,4,5
5696,21065.5409,1,3,1,1,4,1
5697,25476.7404,3,3,2,2,2,4
5698,8840.1091,3,2,2,2,4,4
5699,13382.5944,2,3,2,1,4,1
5700,27746.4885,3,3,2,1,4,1
5701,41827.2065,1,3,1,3,1,4
5702,43230.2838,3,3,2,3,2,4
5703,34713.9474,3,3,2,1,2,4
5704,20308.8895,3,2,2,1,3,1
5705,15483.2334,3,3,2,2,2,1
5706,10305.5614,2,3,3,2,4,1
5707,21555.6205,4,2,3,1,4,1
5708,19675.417,3,2,2,2,3,1
5709,20929.5501,2,3,2,2,3,1
5710,28559.1918,3,3,3,1,4,1
5711,8544.1264,1,3,2,1,4,1
5712,48298.5337,4,2,3,1,4,3
5713,16389.9298,1,3,2,2,2,1
5714,6069.568,3,2,2,1,3,5
5715,32293.892,5,3,3,1,3,4
5716,22737.6043,4,3,1,4,4,1
5717,14933.8735,2,3,2,1,3,1
5718,16661.2135,2,3,2,1,3,1
5719,7808.2253,3,3,2,2,4,1
5720,33204.2302,3,3,3,1,3,4
5721,39459.5237,4,3,2,3,4,3
5722,13914.758,4,2,2,3,4,1
5723,51693.6676,5,3,3,1,3,4
5724,15411.6932,3,3,2,1,2,1
5725,19790.4153,3,2,3,1,4,1
5726,28360.0892,4,3,3,3,3,2
5727,25047.1825,4,3,3,1,4,2
5728,18224.6982,3,3,2,1,4,3
5729,16639.2413,3,5,2,2,2,1
5730,29743.755,2,2,2,3,3,1
5731,15116.4069,5,3,2,1,4,1
5732,4399.7194,1,2,2,2,4,5
5733,7970.2149,4,2,3,1,4,1
5734,30214.56,2,2,1,1,4,1
5735,13294.827,2,3,2,2,3,1
5736,21793.3678,1,3,2,1,4,1
5737,17941.3365,4,2,2,3,4,4
5738,15923.6687,3,3,3,2,2,1
5739,7490.5456,2,3,2,3,4,1
5740,19973.7453,4,3,3,4,4,4
5741,23687.5548,3,3,3,1,4,1
5742,11773.2408,3,3,2,3,3,1
5743,16142.5632,2,2,3,1,4,1
5744,15411.6932,3,3,2,2,2,1
5745,22659.0623,2,3,2,1,3,4
5746,28100.4522,2,3,3,3,3,2
5747,21793.3678,3,2,3,1,4,1
5748,16361.7927,2,3,1,2,3,1
5749,23443.4148,2,3,2,1,2,1
5750,10596.4863,2,2,2,2,2,5
5751,34466.2864,3,3,2,1,3,1
5752,19879.4568,2,2,2,3,4,1
5753,16302.7652,1,5,1,1,4,1
5754,42359.5245,2,3,3,1,3,3
5755,13289.8954,2,3,3,2,4,1
5756,25936.7284,3,3,3,1,2,1
5757,20524.1167,3,2,2,2,4,2
5758,19493.8887,3,3,3,1,4,1
5759,5241.9328,4,2,3,3,3,5
5760,18516.3929,3,5,3,1,2,4
5761,18657.6784,2,2,1,3,3,1
5762,9969.6224,1,2,2,2,3,1
5763,20955.3479,3,3,2,2,3,5
5764,18393.4481,2,3,2,3,3,1
5765,18657.6784,2,3,3,3,2,1
5766,20029.5594,2,2,2,2,3,1
5767,13578.4931,4,1,3,1,4,1
5768,16146.2873,3,3,3,2,2,1
5769,13992.7265,2,3,1,2,3,1
5770,42114.626,4,3,2,4,2,1
5771,18038.7617,4,2,3,3,3,1
5772,16832.1798,2,3,2,3,3,5
5773,17286.4801,3,3,3,3,3,1
5774,14169.6063,4,2,2,3,4,1
5775,12113.6041,2,1,1,1,3,1
5776,12277.3755,3,2,2,1,3,1
5777,28854.6758,2,4,2,3,3,1
5778,20154.7726,1,3,2,2,1,1
5779,28220.6405,2,3,2,1,4,1
5780,9519.6471,2,2,1,1,3,5
5781,20328.4684,2,3,1,4,3,4
5782,19612.475,1,3,1,1,3,1
5783,33363.6456,5,1,2,1,2,2
5784,12874.8302,1,3,2,2,4,3
5785,39454.2742,2,4,2,3,1,4
5786,14565.4127,4,2,2,3,4,1
5787,28343.1245,3,3,3,2,2,2
5788,20524.1167,3,3,3,1,4,2
5789,24740.243,1,3,2,3,2,1
5790,13849.5447,1,3,2,1,4,1
5791,24542.8487,2,1,2,3,3,2
5792,13294.827,3,3,2,1,3,1
5793,21618.7925,5,2,3,4,3,2
5794,18798.0506,1,3,2,1,3,4
5795,13009.2251,2,3,3,2,4,1
5796,15202.4164,4,3,2,3,4,2
5797,17027.4708,4,3,2,1,3,1
5798,28993.6131,3,3,3,1,4,1
5799,20089.3827,2,3,2,2,3,1
5800,23922.1531,2,2,3,3,4,2
5801,25906.9628,3,3,3,2,3,1
5802,19284.4019,2,2,2,1,2,1
5803,22608.5599,3,3,1,1,2,1
5804,17001.7715,2,2,2,3,4,4
5805,4941.5671,3,2,3,2,4,5
5806,17215.2353,3,3,2,2,2,1
5807,17385.9704,2,3,2,1,3,4
5808,22986.9647,3,3,3,3,4,1
5809,15978.5584,3,3,4,1,4,4
5810,19797.7591,3,1,2,1,3,1
5811,24357.1321,3,3,2,2,3,1
5812,19892.9415,4,3,2,1,4,1
5813,21836.8141,3,1,2,4,3,2
5814,15644.4908,3,3,3,2,4,1
5815,11036.1572,2,2,1,2,4,1
5816,48298.5337,2,2,3,1,4,3
5817,16814.7934,3,2,2,3,4,1
5818,25873.75,2,3,1,3,4,2
5819,12933.6528,2,2,2,3,3,1
5820,23602.8895,3,3,2,2,2,1
5821,24048.8575,2,2,2,4,3,1
5822,15353.2881,3,3,3,1,4,2
5823,15725.5652,2,1,2,2,4,1
5824,26253.9459,2,3,1,3,3,2
5825,22781.6351,4,2,3,1,4,1
5826,45039.6955,5,5,1,3,1,2
5827,18403.122,3,3,3,3,4,1
5828,19362.5982,3,3,3,1,4,3
5829,14447.0598,3,3,3,2,3,1
5830,22986.9647,2,3,1,1,4,1
5831,23922.6348,4,3,3,3,4,1
5832,20850.7995,4,2,3,1,4,1
5833,42627.6958,2,2,3,2,2,4
5834,51693.6676,3,3,1,1,2,4
5835,18964.3442,4,2,3,1,4,1
5836,25462.9445,2,1,1,4,3,4
5837,30058.8039,4,3,3,1,4,3
5838,16168.6143,4,3,2,2,4,1
5839,19437.8896,1,3,2,1,2,1
5840,23188.1982,3,3,2,2,2,1
5841,80342.8794,1,1,1,2,1,3
5842,29640.1137,2,2,2,4,3,4
5843,47944.4249,3,1,2,1,1,1
5844,29519.2122,4,1,2,3,3,4
5845,25068.9661,2,3,2,3,2,1
5846,18880.3487,2,1,2,2,3,1
5847,8937.0575,2,3,1,1,4,4
5848,30357.1133,4,1,4,1,4,3
5849,16311.9051,3,3,3,1,4,2
5850,27547.9231,2,3,3,1,3,4
5851,30098.6569,1,3,2,2,1,1
5852,22519.9302,3,3,2,1,3,1
5853,43781.2247,1,3,3,1,3,1
5854,29899.1879,2,3,2,3,2,4
5855,64225.4864,3,3,3,4,2,2
5856,18732.6053,2,3,3,1,4,1
5857,12629.7842,1,3,1,3,3,1
5858,24683.3826,4,4,3,2,2,2
5859,22986.9647,2,2,2,1,4,1
5860,52278.4283,2,1,2,3,3,1
5861,24234.7606,3,2,1,2,1,1
5862,43948.1063,3,3,1,2,1,2
5863,28158.686,3,1,2,1,3,1
5864,35298.2167,4,3,3,3,4,1
5865,27797.8008,3,1,2,4,4,1
5866,13868.894,1,1,1,1,4,4
5867,20248.3299,2,3,3,1,2,1
5868,88732.6474,3,2,3,1,2,4
5869,18415.6053,3,3,2,1,4,1
5870,35651.0332,1,1,1,3,1,4
5871,27029.4281,2,1,2,3,3,1
5872,45371.9253,3,3,1,1,3,2
5873,42329.0835,3,1,1,3,2,2
5874,13577.5963,3,3,2,2,3,1
5875,25978.1043,2,3,2,3,3,1
5876,16502.39,3,3,2,2,3,1
5877,41797.5978,3,3,2,1,4,3
5878,19790.4153,4,1,3,3,4,1
5879,21654.1543,4,3,2,1,3,1
5880,26351.7031,3,3,2,1,2,1
5881,15483.2334,1,3,3,2,3,1
5882,15882.4633,3,1,3,1,4,1
5883,17534.8083,4,3,3,3,2,1
5884,33920.0325,3,2,3,3,3,4
5885,44505.6799,4,3,3,4,1,4
5886,32891.2537,4,3,2,1,2,2
5887,4774.7632,1,4,1,3,4,5
5888,15093.9553,2,2,2,4,3,1
5889,15383.1584,3,3,3,2,3,4
5890,13183.911,2,3,3,1,4,4
5891,26233.4818,3,3,3,3,4,3
5892,26467.5892,2,3,2,1,4,2
5893,16443.5026,3,1,4,3,3,5
5894,28530.1393,3,3,3,1,4,3
5895,27081.7699,2,3,2,3,3,1
5896,25022.1054,4,3,2,1,3,1
5897,16899.5227,3,2,2,1,4,1
5898,15715.8253,3,3,3,3,3,2
5899,13374.1585,1,3,2,1,3,1
5900,25301.7277,3,3,2,1,2,2
5901,23284.8549,3,1,2,1,4,1
5902,49703.915,3,3,3,3,3,2
5903,18596.2755,3,3,2,2,2,1
5904,18340.2195,2,3,1,1,2,5
5905,87451.7294,5,1,3,1,2,4
5906,14140.9356,3,2,2,2,4,1
5907,13150.606,3,3,3,2,3,1
5908,13289.8954,3,3,3,1,4,1
5909,38756.6837,3,2,2,2,2,4
5910,27813.5557,2,5,2,1,3,4
5911,26076.629,4,2,3,1,4,1
5912,18393.4481,2,1,1,1,3,1
5913,16302.7652,3,3,2,1,4,1
5914,14555.5127,4,3,1,3,3,1
5915,15321.6202,3,3,3,1,4,1
5916,30236.7592,3,5,2,1,4,4
5917,12868.1023,4,2,2,3,4,1
5918,20220.9492,3,2,3,1,4,1
5919,19790.4153,3,3,3,3,4,1
5920,24619.3862,3,3,3,4,2,1
5921,18596.2755,3,2,2,2,2,1
5922,88732.6474,5,3,4,2,2,3
5923,21486.796,3,3,2,3,1,2
5924,19501.1224,3,3,3,2,3,1
5925,12761.3023,5,2,3,3,4,1
5926,20623.8073,2,3,2,1,4,1
5927,21876.793,3,2,3,4,3,1
5928,26772.8598,2,3,2,4,1,1
5929,19497.3383,4,3,3,1,4,4
5930,13992.7265,3,3,3,2,3,1
5931,13859.7203,2,3,2,1,4,4
5932,12328.0823,3,1,2,3,3,4
5933,16383.1793,3,3,1,1,4,1
5934,17011.7611,3,2,3,1,3,1
5935,19771.8881,3,3,2,1,2,1
5936,14001.9772,1,3,2,2,4,1
5937,35648.5231,3,3,2,4,4,1
5938,15978.5584,3,3,2,1,4,4
5939,16239.7265,3,3,3,1,3,4
5940,41312.5049,2,3,1,3,3,4
5941,13849.5447,3,3,3,2,4,1
5942,13577.5963,1,2,1,1,4,1
5943,36123.8954,1,3,2,1,3,1
5944,41171.33,2,1,2,1,4,3
5945,21065.5409,3,2,1,2,3,1
5946,21304.4017,2,3,2,2,4,1
5947,22269.0689,3,3,2,3,4,1
5948,20043.8925,3,3,3,1,3,4
5949,39244.422,3,5,3,1,2,4
5950,24770.7792,3,2,3,1,3,1
5951,47163.495,2,1,1,3,1,4
5953,36123.8954,3,2,2,4,3,1
5954,21057.7269,3,3,2,1,4,1
5955,15346.3465,2,2,3,1,4,1
5956,28383.1341,4,3,3,3,2,1
5957,22087.8618,3,3,3,1,4,3
5958,29169.7903,3,1,1,3,2,2
5959,10737.6331,2,3,2,3,4,4
5960,19435.5888,1,3,1,1,2,1
5962,28993.6131,2,2,2,1,4,1
5963,20271.1524,3,3,3,2,3,1
5964,30058.8039,3,3,3,1,4,3
5965,16524.1704,1,3,2,1,3,1
5966,11703.031,2,3,2,1,4,1
5967,18746.3744,3,2,2,2,3,1
5968,13763.8121,3,3,3,1,4,1
5969,17477.1008,3,2,3,1,2,1
5970,16105.293,1,2,3,2,3,5
5971,13289.8954,3,3,2,1,4,1
5972,21486.0478,3,3,2,1,3,1
5973,19288.9193,2,3,2,1,4,2
5974,11182.7944,2,2,2,1,4,1
5975,35176.2869,4,3,2,1,3,4
5976,27093.6773,4,2,2,3,4,4
5977,14140.9356,2,3,2,2,4,1
5978,27325.8564,3,3,3,1,3,1
5979,18357.6711,2,2,1,1,3,2
5980,42114.626,3,3,2,4,2,1
5981,19790.4153,3,2,3,1,4,1
5982,15270.056,1,3,1,4,2,5
5983,43958.0186,2,3,2,2,2,4
5984,79294.453,3,3,3,4,3,4
5985,13183.911,1,5,1,1,4,4
5986,23415.4431,2,3,2,4,3,1
5987,33920.0325,2,2,2,1,2,4
5988,19777.4699,3,2,2,3,4,4
5989,16860.3265,3,3,3,2,1,1
5990,15383.1584,3,3,3,1,3,4
5991,4107.5669,2,3,2,3,3,5
5992,13090.7683,3,3,2,1,4,1
5993,21722.5301,3,2,1,1,3,1
5994,21059.6665,2,5,2,1,3,1
5995,10965.274,3,3,3,2,4,2
5996,21579.2115,3,3,2,2,4,1
5997,14261.4767,5,4,3,1,4,2
5998,13855.2246,3,1,2,3,3,1
5999,20699.9577,3,3,2,1,2,1
6000,26114.2574,5,2,2,3,1,2
6001,24620.1087,3,3,3,3,2,1
6002,46506.5414,4,1,2,3,3,3
6003,26726.6534,2,2,2,3,3,1
6004,25402.7232,2,2,1,1,3,1
6005,14496.4083,2,3,2,2,4,4
6006,23602.8895,1,3,1,4,2,1
6007,18693.8355,3,3,1,1,3,1
6008,20308.8895,1,3,1,1,3,1
6009,17077.8151,1,3,2,3,4,1
6010,12517.6437,2,2,1,1,4,1
6011,27325.8564,4,1,3,1,3,1
6012,13090.7683,2,3,2,1,4,1
6013,28104.2223,3,3,1,3,2,1
6014,25590.4914,3,3,3,1,4,1
6015,23399.5706,2,2,2,3,3,1
6016,22986.9647,5,3,3,4,4,1
6017,11250.5645,2,3,2,1,4,1
6018,33503.0976,5,3,2,1,4,1
6019,23056.0422,3,2,3,1,4,1
6020,20850.7995,3,3,1,2,4,1
6021,15550.253,4,3,2,1,4,1
6022,17182.9287,1,3,2,3,3,4
6023,33503.0976,4,2,3,3,4,1
6024,4356.4848,3,3,3,2,4,5
6025,30850.2665,4,3,3,1,4,1
6026,13090.7683,1,3,1,1,4,1
6027,10303.3317,4,1,2,1,4,4
6028,18432.1427,3,3,3,1,3,1
6029,16844.592,2,3,3,1,3,1
6030,26472.4545,2,1,1,4,3,1
6031,29169.7903,3,1,1,3,2,2
6032,20956.2343,3,3,1,3,1,1
6033,32668.7509,4,3,3,1,4,1
6034,14764.8532,3,3,2,3,3,4
6035,26382.0526,3,3,2,3,3,2
6036,13577.5963,2,1,3,3,3,1
6037,13289.8954,3,3,3,1,4,1
6038,33835.2764,4,2,2,1,2,2
6039,23687.5548,4,1,2,3,4,1
6040,24539.2323,2,3,2,1,4,1
6041,13095.626,4,1,3,2,3,1
6042,27277.2186,3,2,2,1,3,4
6043,24501.496,3,4,2,3,2,1
6044,20136.671,2,3,3,3,4,2
6045,21917.7632,3,3,3,3,2,1
6046,41603.9262,1,3,1,4,3,1
6047,32861.2277,2,3,1,1,3,1
6048,35768.9177,3,3,3,2,3,1
6049,25524.1445,3,1,2,3,3,2
6050,19790.4153,2,2,3,3,4,1
6051,19582.9949,3,3,2,1,3,1
6052,40295.1503,3,2,2,4,3,4
6053,18213.077,3,3,2,1,2,1
6054,27643.4111,3,2,2,3,4,1
6055,28343.1245,3,2,2,2,2,2
6056,27084.0925,3,3,2,2,2,2
6057,29713.0783,2,3,3,1,3,1
6058,17127.8861,3,3,3,1,4,3
6059,23222.5365,3,3,1,4,2,2
6060,35648.5231,3,3,3,3,4,1
6061,19917.9717,3,2,4,1,4,1
6062,20831.2133,3,3,3,2,3,1
6063,25979.7551,2,2,2,1,4,1
6064,19790.4153,3,3,3,1,4,1
6065,16168.6143,3,3,3,1,4,1
6066,13992.7265,2,3,1,1,3,1
6067,16006.381,1,1,1,3,2,1
6068,26549.5472,3,4,1,4,3,4
6069,14160.692,3,1,2,4,4,4
6070,21072.4714,3,3,3,1,4,1
6071,13420.1527,3,3,2,3,3,2
6072,16168.3354,1,1,2,3,4,1
6073,18755.8566,4,3,2,1,2,1
6075,16168.6143,3,2,2,3,4,1
6076,32045.6748,3,3,2,4,3,1
6077,34889.0717,4,5,2,3,1,2
6078,28340.4706,1,3,3,1,2,1
6079,26364.7371,1,2,1,3,2,1
6080,19712.6649,4,3,2,2,2,1
6081,30186.4321,4,1,2,2,2,1
6082,8569.6217,1,3,2,1,4,1
6083,22239.2576,3,1,2,3,3,4
6084,23631.7925,2,3,2,3,3,1
6085,23808.1714,2,3,2,1,3,1
6086,20250.2455,3,3,2,3,2,1
6087,41797.5978,4,2,3,3,4,3
6088,31856.8656,4,3,3,1,4,4
6089,21057.7269,4,1,2,1,4,1
6090,21057.7269,2,2,1,1,4,1
6091,13308.4628,5,2,2,3,4,4
6092,13106.0924,3,1,2,3,4,3
6093,15321.6202,3,3,2,1,4,1
6094,12277.3755,2,3,1,3,3,1
6095,23631.7925,1,2,2,3,3,1
6096,30062.0472,3,3,3,2,3,2
6097,41171.33,3,3,3,1,4,3
6098,74172.3982,3,3,3,2,2,4
6099,14602.3337,2,3,2,1,4,4
6100,4774.7632,3,3,2,3,4,5
6101,21982.5882,2,3,2,4,3,1
6102,30054.151,3,2,3,1,3,2
6103,20174.8978,3,3,3,2,4,1
6104,14140.9356,2,3,2,2,4,1
6105,25821.4603,2,3,3,2,2,1
6106,5506.2767,3,3,2,1,4,5
6107,23922.6348,2,1,3,1,4,1
6108,8349.6505,3,3,2,2,4,1
6109,25186.7249,3,3,2,3,3,4
6110,8223.8279,2,2,3,3,4,4
6111,28939.4565,3,3,2,3,2,2
6112,9598.5528,3,3,3,4,4,5
6113,19697.4601,4,3,2,1,4,1
6114,29378.8506,2,3,2,2,4,1
6115,15987.9468,3,3,3,1,3,1
6116,13471.4751,1,3,1,2,3,1
6117,17272.0782,3,3,3,3,2,1
6118,5138.0311,1,3,3,1,3,5
6119,29099.1711,3,3,2,3,1,1
6120,22209.5667,2,3,1,4,4,1
6121,20110.5171,1,3,2,1,4,1
6122,42863.1073,3,2,2,4,4,3
6123,30027.7952,5,2,2,4,4,1
6124,27797.8008,4,2,3,3,4,1
6125,16502.39,2,3,2,2,2,1
6126,10509.691,2,3,1,3,3,1
6127,23631.7925,1,2,2,3,3,1
